0.708333   0.09125  0      0.525   0.115714  0.0828571   0.691667   0.7875  0.466667   0  1
0.797667   0.2875   0      0.25    0.165714  0.0171429   0.9325     0       0.4        0  1
0.407333   0.55375  0      0.25    0.524286  0.0142857   0.543333   0       0.133333   0  1
0.554667   0.15375  0      0.1925  0.601429  0           0.806667   0       0          0  1
0.579667   0.1275   0      0.1875  0.582857  0           0.83       0       0          0  1
0.592333   0.33     0      0.1675  0.431429  0.00857143  0.783333   0       0          0  1
0.297333   0.4325   0.766  0.315   0.507143  0.0814286   0.2675     0       0.233333   0  1
0.282333   0.3875   0.794  0.2975  0.491429  0.0857143   0.285833   0       0          0  1
0.282      0.42625  0.778  0.3325  0.482857  0.0728571   0.273333   0       0          0  1
0.276333   0.405    0.78   0.3525  0.475714  0.0785714   0.275833   0       0.166667   0  1
0.224333   0.4125   0.728  0.3825  0.504286  0.0928571   0.2525     0       0.483333   0  1
0.217333   0.445    0.714  0.3675  0.492857  0.0914286   0.246667   0       0          0  1
0.281333   0.40625  0.752  0.33    0.485714  0.0828571   0.285      0       0          0  1
0.221      0.36625  0.708  0.405   0.565714  0.0914286   0.2525     0       0.35       0  1
0.229      0.40375  0.708  0.37    0.548571  0.08        0.258333   0       0          0  1
0.235667   0.435    0.696  0.4275  0.502857  0.0885714   0.249167   0       0          0  1
0.392333   0.4      0.736  0.2875  0.535714  0.0771429   0.293333   0       0          0  1
0.290667   0.36625  0.732  0.39    0.501429  0.0828571   0.295833   0       0.2        0  1
0.222333   0.3675   0.722  0.315   0.535714  0.08        0.3        0       0          0  1
0.360333   0.4725   0.456  0.3575  0.427143  0.07        0.404167   0       0.283333   0  1
0.34       0.4975   0.27   0.4075  0.394286  0.0557143   0.463333   0       0.3        0  1
0.392333   0.46875  0.202  0.34    0.455714  0.0471429   0.511667   0       0          0  1
0.538      0.4625   0      0.34    0.32      0.0271429   0.703333   0       0.166667   0  1
0.271      0.42875  0.796  0.295   0.498571  0.0828571   0.2625     0       0          0  1
0.266667   0.46375  0.786  0.385   0.401429  0.0771429   0.2675     0       0.25       0  1
0.270333   0.41625  0.77   0.3125  0.54      0.0742857   0.26       0       0          0  1
0.268667   0.375    0.76   0.27    0.581429  0.08        0.281667   0       0.2        0  1
0.237      0.36125  0.724  0.3925  0.565714  0.0871429   0.259167   0       0          0  1
0.224667   0.34875  0.704  0.385   0.622857  0.0942857   0.241667   0       0          0  1
0.224667   0.35875  0.712  0.41    0.591429  0.0928571   0.249167   0       0          0  1
0.23       0.41625  0.708  0.4025  0.505714  0.0971429   0.259167   0       0          0  1
0.283667   0.4      0.726  0.2675  0.547143  0.0814286   0.284167   0.0225  0.283333   0  1
0.220667   0.35625  0.702  0.36    0.572857  0.0971429   0.269167   0.015   0.416667   0  1
0.236333   0.375    0.694  0.4475  0.531429  0.0942857   0.265      0       0          0  1
0.22       0.37375  0.636  0.3075  0.567143  0.0828571   0.3175     0       0.4        0  1
0.279667   0.35625  0.734  0.31    0.51      0.0885714   0.306667   0       0.583333   0  1
0.256333   0.45625  0.732  0.2775  0.538571  0.0157143   0.3        0       0          0  1
0.203333   0.41625  0.706  0.335   0.524286  0.08        0.2775     0       0          0  1
0.223333   0.405    0.714  0.345   0.528571  0.08        0.286667   0       0.166667   0  1
0.214333   0.27     0.704  0.3375  0.555714  0.0814286   0.294167   0       0          0  1
0.221667   0.3925   0.69   0.44    0.497143  0.0857143   0.281667   0       0.283333   0  1
0.375667   0.54     0.78   0.2075  0.357143  0           0.374167   0       0          0  1
0.259667   0.455    0.73   0.1625  0.571429  0.00857143  0.3275     0       0          0  1
0.203333   0.4275   0.68   0.305   0.527143  0.0842857   0.276667   0       0          0  1
0.231333   0.3575   0.716  0.3275  0.515714  0.0871429   0.315833   0       0          0  1
0.215333   0.38     0.68   0.315   0.572857  0.0742857   0.298333   0       0          0  1
0.218333   0.42625  0.678  0.32    0.52      0.0742857   0.304167   0       0          0  1
0.373667   0.50375  0.752  0.145   0.398571  0.0157143   0.3875     0       0          0  1
0.258667   0.44125  0.682  0.38    0.434286  0.0828571   0.315833   0       0          0  1
0.265333   0.4375   0.672  0.4075  0.42      0.0814286   0.3175     0       0.15       0  1
0.277333   0.41625  0.668  0.385   0.448571  0.08        0.3325     0       0          0  1
0.311333   0.455    0.708  0.1875  0.521429  0.0228571   0.324167   0.0375  0.4        0  1
0.403667   0.52375  0.756  0.2275  0.337143  0.0328571   0.345      0       0.616667   0  1
0.171333   0.50125  0.536  0.875   0.127143  0.24        0.0725     0.55    0          0  1
0.305      0.34125  0.37   0.465   0.527143  0.0857143   0.424167   0       0          0  1
0.383667   0.12875  0.342  0.39    0.634286  0.0828571   0.551667   0       0          0  1
0.323      0.33     0      0.4125  0.678571  0.0542857   0.544167   0       0          0  1
0.222      0.3575   0      0.4575  0.697143  0.138571    0.430833   0       0          0  1
0.331333   0.40875  0      0.44    0.575714  0.0671429   0.526667   0       0          0  1
0.456333   0.43     0      0.395   0.46      0.0457143   0.603333   0       0          0  1
0.105333   0.3775   0      0.76    0.211429  0.887143    0.163333   0       0          0  1
0.107      0.375    0      0.755   0.242857  0.887143    0.160833   0       0          0  1
0.347667   0.4225   0      0.35    0.464286  0.0471429   0.625      0       0          0  1
0.352667   0.35625  0.322  0.5425  0.454286  0.108571    0.391667   0.06    0.85       0  1
0.373      0.37125  0.066  0.3775  0.627143  0.0185714   0.5225     0       0.466667   0  1
0.301667   0.5      0.478  0.39    0.481429  0           0.380833   0       0          0  1
0.312333   0.47375  0.482  0.2975  0.537143  0           0.3975     0       0          0  1
0.276333   0.5575   0.448  0.405   0.482857  0           0.355      0       0          0  1
0.284      0.51125  0.438  0.415   0.524286  0           0.36       0       0          0  1
0.0996667  0.55     0.348  0.385   0.792857  0           0.215833   0       0          0  1
0.296      0.62375  0.156  0.435   0.5       0           0.4125     0       0          0  1
0.305333   0.51875  0      0.5225  0.534286  0           0.49       0       0          0  1
0.323      0.57     0      0.14    0.64      0           0.518333   0       0          0  1
0.0436667  0.46125  0.64   0.4525  0.544286  0.251429    0.0358333  0.2975  0          0  1
0.279333   0.54     0.652  0.555   0.321429  0.208571    0.0658333  0.4075  0          0  1
0.438333   0.43     0.668  0.3075  0.482857  0.0857143   0.319167   0       0          0  1
0.415667   0.6075   0.44   0.515   0.18      0.108571    0.396667   0       0          0  1
0.455      0.72375  0.366  0.3275  0.204286  0.0442857   0.300833   0.42    0          0  1
0.204333   0.485    0.356  0.4475  0.585714  0           0.305833   0.19    0          0  1
0.200667   0.60625  0      0.595   0.611429  0           0.313333   0.16    0.15       0  1
0.207667   0.525    0      0.6975  0.637143  0.00571429  0.336667   0.1     0.15       0  1
0.239667   0.59375  0      0.5     0.574286  0           0.294167   0.3975  0.133333   0  1
0.227667   0.57     0      0.495   0.612857  0           0.293333   0.3925  0.116667   0  1
0.181667   0.5175   0      0.67    0.627143  0.0114286   0.339167   0.1525  0.0833333  0  1
0.185333   0.48375  0      0.635   0.604286  0.02        0.3675     0.2025  0.0166667  0  1
0.242333   0.5875   0      0.585   0.611429  0           0.329167   0.165   0          0  1
0.177      0.5475   0      0.665   0.585714  0.00571429  0.34       0.16    0          0  1
0.203      0.62625  0      0.6275  0.578571  0.00714286  0.319167   0.1325  0          0  1
0.169333   0.64375  0      0.5625  0.642857  0           0.278333   0.1575  0          0  1
0.217667   0.24375  0      0.2975  0.882857  0.385714    0.3275     0       0          0  1
0.171333   0.60625  0      0.605   0.674286  0           0.2825     0.14    0          0  1
0.219333   0.6      0      0.4975  0.587143  0           0.273333   0.4275  0          0  1
0.244      0.61875  0      0.45    0.57      0           0.300833   0.3875  0          0  1
0.215      0.6175   0      0.4675  0.587143  0           0.305833   0.345   0          0  1
0.277      0.54875  0      0.455   0.551429  0.201429    0.1225     0.72    0          0  1
0.213333   0.54625  0      0.685   0.55      0           0.370833   0.135   0          0  1
0.207667   0.5175   0      0.72    0.515714  0.0114286   0.348333   0.265   0          0  1
0.228333   0.615    0      0.4975  0.58      0           0.283333   0.3975  0          0  1
0.355      0.545    0      0.505   0.631429  0           0.286667   0.41    0          0  1
0.217      0.5475   0      0.485   0.658571  0           0.29       0.3925  0          0  1
0.237      0.52875  0      0.52    0.622857  0           0.301667   0.4175  0          0  1
